part_num,name,part_cat_id,part_material
10908pr0017,Headwear Accessory Visor Top Hinge with Light Bluish Grey Face Shield and White Eyes Print (Iron Man),27,Plastic
10908pr0018,Headwear Accessory Visor Top Hinge with Yellow Face Shield and White Eyes Print (Iron Man),27,Plastic
10908pr0019,Headwear Accessory Visor Top Hinge with Red Eyes Print (Iron Man),27,Plastic
10909,Minifig Helmet with Large Curved Flexible Horns,65,Plastic
1090ba,Activity Booklet A - Ferris Wheel - Set 1090,17,Plastic
1090bbc,Activity Booklet B / C - Automatic Door / Washing Machine - Set 1090,17,Plastic
1090bd,Activity Booklet D - Conveyer Belt - Set 1090,17,Plastic
1090be,Activity Booklet E - Robot Arm - Set 1090,17,Plastic
1090boc,Activity Booklet - Parts Tray Organizer Card - Set 1090,17,Plastic
10916,Electric Cable USB for Mindstorms EV3 (2 meter),45,Plastic
10928,Technic Gear 8 Tooth [Reinforced],52,Plastic
1092ba,Activity Booklet A - Plotter - Set 1092,17,Plastic
1092bbcd,"Activity Booklet B / C / D - Traffic Sign, Scale & Metrics - Set 1092",17,Plastic
1092be,Activity Booklet E - Crane - Set 1092,17,Plastic
1092boc,Activity Booklet - Parts Tray Organizer Card - Set 1092,17,Plastic
1093,"User Guide, Lego Computer Interface A Direction For Use (12059)",17,Plastic
10977,Sticker Sheet for Set 30194-1,58,Plastic
10979,Sticker Sheet for Set 30193-1,58,Plastic
10983,Sticker Sheet for Set 30195-1,58,Plastic
10985,Sticker Sheet for Set 30192-1,58,Plastic
10986,Sticker Sheet for Set 30190-1,58,Plastic
10989,Sticker Sheet for Set 9525-1,58,Plastic
10990,Sticker Sheet for Set 30191-1,58,Plastic
10991,Sticker Sheet for Set 9526-1,58,Plastic
10a,Baseplate 24 x 32 with Squared Corners,1,Plastic
10b,Baseplate 24 x 32 with Rounded Corners,1,Plastic
10bpr0001,Baseplate 24 x 32 with Rounded Corners and Dots Print [363 / 555],1,Plastic
10bpr0002,Baseplate 24 x 32 with Rounded Corners and Dots Print [354 / 560-2],1,Plastic
10bpr0003,Baseplate 24 x 32 with Rounded Corners and Dots Print [358],1,Plastic
10bpr0004,Baseplate 24 x 32 with Rounded Corners and Dots Print [345],1,Plastic
10bpr0005,Baseplate 24 x 32 with Rounded Corners and Dots Print [545-2 / 351],1,Plastic
10bpr0006,Baseplate 24 x 32 with Rounded Corners and Dots Print [149],1,Plastic
10bpr0007,Baseplate 24 x 32 with Rounded Corners and Dots Print [346-2],1,Plastic
10bpr0008,Baseplate 24 x 32 with Rounded Corners and Dots Print [353],1,Plastic
10bpr0009,Baseplate 24 x 32 with Rounded Corners and Dots Print [1601],1,Plastic
10bpr0010,Baseplate 24 x 32 with Rounded Corners and Dots Print [361],1,Plastic
10pr0009,Baseplate 24 x 32 with Dots Print [372],1,Plastic
11002,Plate Special 2 x 2 with Wheels Holder Wide [Reinforced Underside],9,Plastic
11010,Minifig Ring 1 x 1,27,Plastic
11055,Flag 2 x 2 Square [Thick Clips],38,Plastic
11055pr0001,Flag 2 x 2 Square with Sea Serpent on Red and White Checkered Background Print,38,Plastic
11055pr0002,Flag 2 x 2 Square with Chequered Print [Thick Clips],38,Plastic
11055pr0004,Flag 2 x 2 Square with Gold 'Captains Daughter' and Waving Minifig Print,38,Plastic
11055pr0005,Flag 2 x 2 with AT-ST Print [4486 / 9679],38,Plastic
11055pr0006,Flag 2 x 2 Square with Silver Fangs and Dark Red Print [70004],38,Plastic
11055pr0007,Flag 2 x 2 Square with Gold Crossed Cutlasses on Dark Blue Background Print,38,Plastic
11055pr0009,Flag 2 x 2 Square with Skull and Crossed Cutlasses (Jolly Roger) Print,38,Plastic
11055pr0010,Flag 2 x 2 Square with Imperial Soldier Black Symbol over White Cross on Blue Background with Yellow Border Print,38,Plastic
11055pr0011,Flag 2 x 2 Square with Skull and Crossbones (Jolly Roger) without Lower Jaw Print,38,Plastic
11055pr0012,Flag 2 x 2 Square with Gold 'Toy Shop' and Nutcracker Drummer on Wood Background Print,38,Plastic
11055pr0013,Flag 2 x 2 Square with Classic Space Logo print,38,Plastic
11055pr0014,Flag 2 x 2 Square with Drawn Classic Space Logo and 5 Bright Light Orange Stars on Blue Background,38,Plastic
11055pr0017,Flag 2 x 2 Square [Thick Clips] with Icicles on Black Back print,38,Plastic
11055pr9999,"Flag 2 x 2 Square with Jolly Roger, Cross and Bones print, Dual Sided",38,Plastic
11062,Lamp Post 2 x 2 x 7 with 4 Base Flutes,32,Plastic
11085,Sticker Sheet for Set 10228-1,58,Plastic
11089,"Animal Body Part, Barb / Claw / Tooth / Talon / Horn, Large",28,Plastic
11090,Bar Holder with Clip,32,Plastic
11091,"Creature Body Part, Wing 9L with Stylized Feathers",28,Plastic
11092,Gorilla Fist,60,Plastic
11094,"Wheel Hard Plastic, Treaded with 7 Pin Holes and 6 Small Holes",29,Plastic
11096,Weapon Axe Head with Twin-Blade,27,Plastic
11097,"Minifig Neckwear Armour Shoulder Pads with 1 Stud on Front, 2 Studs on Back",27,Plastic
11097pr0001,"Minifig Neckwear Armour Shoulder Pads with 1 Stud on Front, 2 Studs on Back, Dark Red Shoulders print",27,Plastic
11098,"Minifig Neckwear Armour Breastplate with Shoulder Pads, 1 Front Stud and 2 Back Studs",27,Plastic
11100,"Animal / Creature Body Part, Wing Feathered",28,Plastic
11101pat0001,Minifig Neckwear Animal Tail with Marbled White Pattern,27,Plastic
11103,Weapon Sword Double Blade with Bar Holder [Chi Sword],27,Plastic
11106,Weapon Hammer Head,27,Plastic
11107,Weapon Sword Serrated with Bar Holder,27,Plastic
1110M,Modulex Brick 1 x 10 with M on Stud,66,Plastic
11110,Fly Wheel Fairing Lion Shape,36,Plastic
11110pr0001,Fly Wheel Fairing Lion Shape with Gold and Blue Feathers Print (70102),36,Plastic
11110pr0002,Fly Wheel Fairing Lion Shape with Silver and Dark Brown Print (70011),36,Plastic
11110pr0003,Fly Wheel Fairing Lion Shape with Fangs and Hoses Print (70113),36,Plastic
11110pr0004,Fly Wheel Fairing Lion Shape with Gold and Dark Red Print (70115),36,Plastic
11110pr0005,Fly Wheel Fairing Lion Shape with Gray Mane and Dark Blue Feathers Print (70108),36,Plastic
11110pr0006,Fly Wheel Fairing Lion Shape with Gold Armor and Red Flames Print (70140),36,Plastic
11111,Fly Wheel Fairing Bird Shape,36,Plastic
11111pr0001,Fly Wheel Fairing Bird Shape with Silver Plates Print (70100),36,Plastic
11111pr0002,Fly Wheel Fairing Bird Shape with Eagle and Gold Ornament Print (70101),36,Plastic
11111pr0003,Fly Wheel Fairing Bird Shape with Eagle and Silver Ornament Print (70105),36,Plastic
11111pr0004,Fly Wheel Fairing Bird Raptor Shape with White Scaled Armor Print (70139),36,Plastic
11112,Fly Wheel Fairing Crocodile Shape,36,Plastic
11112pr0001,Fly Wheel Fairing Crocodile Shape with Gold and White Crocodile Print (70103),36,Plastic
11112pr0002,Fly Wheel Fairing Crocodile Shape with Reddish Brown and White Crocodile Print (70115),36,Plastic
11112pr0003,Fly Wheel Fairing Crocodile Shape with Silver Crocodile Print (70112),36,Plastic
11113,Fly Wheel Fairing Wolf Shape,36,Plastic
11113pr0001,Fly Wheel Fairing Wolf Shape with Fangs and Black and White Print (70011),36,Plastic
11113pr0002,Fly Wheel Fairing Wolf Shape with Fangs and Silver and White Print (70113),36,Plastic
11113pr0003,Fly Wheel Fairing Wolf Shape with White Patches and Brown Stitch Markings Print (70111),36,Plastic
11113pr0004,Fly Wheel Fairing Wolf Shape with White Checkerboard and Skunk Markings Print (70107),36,Plastic
11113pr0005,"Fly Wheel Fairing Wolf Shape with Silver Scaled Armor, Chains and Fangs Print (70137)",36,Plastic
1111L,Modulex Brick 1 x 1 with LEGO on Stud,66,Plastic
1111M,Modulex Brick 1 x 1 with M on Stud,66,Plastic
11122,Fly Wheel Fairing Gorilla Shape,36,Plastic
11122pr0001,Fly Wheel Fairing Gorilla Shape with Silver Markings and Leaves Print (70110),36,Plastic
11122pr0002,Fly Wheel Fairing Gorilla Shape with Dark Azure and Silver Markings and Leaves Print (70109),36,Plastic
11122pr0003,Fly Wheel Fairing Gorilla Shape with Silver Scaled Armor Print (70136),36,Plastic
11126,Rip Cord Flexible with Handle,56,Plastic
11127,Rock 1 x 1 Crystal 4 Point,33,Plastic
11129pr0001,Minifig Mask Lion (Chima) with Tan Face and Dark Blue Headpiece Print,65,Plastic
11129pr0002,"Minifig Mask Lion (Chima) with Tan Face, Gray and White Beard and Gold Crown Print",65,Plastic
11129pr0003,"Minifig Mask Lion (Chima) with Tan Muzzle, Black Face Details and Gold Crown Print",65,Plastic
11129pr0004,Minifig Mask Lion (Chima) with Dark Tan Face and Dark Blue Headpiece with Gold Circles Print,65,Plastic
11129pr0005,"Minifig Mask Lion (Chima) with Tan Face, Crooked Smile and Dark Blue Headpiece Print",65,Plastic
11129pr0006,Minifig Mask Lion (Chima) with Face and Lion Crest Print [Lavertus],65,Plastic
11129pr0007,Minifig Mask Lion (Chima) with Tan Face and Gold Crown Small Print,65,Plastic
11129pr0008,Minifig Mask Lion (Chima) with Tan Face and Crooked Frown Print,65,Plastic
11145,Electric Mindstorms EV3 Cable 25 cm,45,Plastic
11153,Slope Curved 4 x 1 No Studs [Stud Holder with Symmetric Ridges],37,Plastic
11153pr0001,Slope Curved 4 x 1 No Studs with Cinderella Scrollwork Print [Stud Holder with Symmetric Ridges],37,Plastic
11153pr0002,Slope Curved 4 x 1 No Studs with Gold Entwined Vines Print [Stud Holder with Symmetric Ridges],37,Plastic
11153pr0003,Slope Curved 4 x 1 No Studs with Dragon Eye print [Stud Holder with Symmetric Ridges],37,Plastic
11153pr0004,Slope Curved 4 x 1 No Studs with Yellow Dragon Eye print [Stud Holder with Symmetric Ridges],37,Plastic
11156,Weapon Sword (Elven Warrior),27,Plastic
11164pat0002,Large Figure Head / Brain with Glow in the Dark Centre and Marbled Yellow Pattern,41,Plastic
11164pat001,Large Figure Head / Brain with Red Centre,41,Plastic
11169,Duplo Brick 2 x 2 x 1 1/2 with Curve,4,Plastic
11170,Duplo Brick 2 x 2 x 1 1/2 with Curved Top,4,Plastic
11170pr0001,"Duplo Brick 2 x 2 x 1 1/2 with Curved Top, and '123' and 'REGULAR' Gas / Fuel / Petrol Pump Print",4,Plastic
11170pr0002,Duplo Brick 2 x 2 x 1 1/2 with Curved Top and Silver Window Print on Both Sides,4,Plastic
11170pr0003,Duplo Brick 2 x 3 x 2 with Curved Top with Black Dots print,4,Plastic
11170pr0005,"Duplo Brick 2 x 2 x 1 1/2 with Curved Top, and Girl Behind Car Window Print",4,Plastic
11170pr0006,Duplo Brick 2 x 2 x 1 1/2 with Curved Top Girl with Yellow Hair Print,4,Plastic
11170pr0007,Duplo Brick 2 x 2 x 1 1/2 with Curved Top with Boy with Red Fire Hat Print,4,Plastic
11170pr0009,"Duplo Brick 2 x 2 x 1 1/2 with Curved Top, Boy with Cap Print",4,Plastic
11170pr0010,"Duplo Brick 2 x 2 x 1 1/2 with Curved Top, Cash Register with '1.23' Print",4,Plastic
11170pr0011,Duplo Brick 2 x 2 x 1 1/2 with Curved Top with Joker on Monitor Print,4,Plastic
11170pr0013,Duplo Brick 2 x 2 x 1 1/2 with Curved Top with Rainbow on Left Side Print,4,Plastic
11170pr0014,Duplo Brick 2 x 2 x 1 1/2 with Curved Top with Rainbow on Right Side Print,4,Plastic
11170pr0015,"Duplo Brick 2 x 2 x 1 1/2 with Curved Top with Policeman on Left, Policewoman on Right Print",4,Plastic
11170pr0016,"Duplo Brick 2 x 2 x 1 1/2 with Curved Top with Criminal on Left, Dog on Right Print",4,Plastic
11170pr0017,"Duplo Brick 2 x 2 x 1 1/2 with Curved Top with Firefighters, Male on Right, Female on Left Print",4,Plastic
11187,Minifig Footwear Snowshoe [Short Front End],27,Plastic
11197,Duplo Brick 2 x 6 x 2 Curved with 2 x 2 Cutout on Bottom,4,Plastic
11197pr0001,"Duplo Brick 2 x 6 x 2 Curved with 2 x 2 Cutout on Bottom with Bricks, Vines, Leafs Print",4,Plastic
11197pr0002,Duplo Brick 2 x 6 x 2 Curved with 2 x 2 Cutout on Bottom with Tiger Body Print,4,Plastic
11197pr0003,Duplo Brick 2 x 6 x 2 Curved with 2 x 2 Cutout on Bottom with Black Spots Print,4,Plastic
11198,Duplo Brick 2 x 4 x 2 Arch,4,Plastic
11198pr0001,Duplo Brick 2 x 4 x 2 Arch with Blue Half Circles Print,4,Plastic
11198pr0003,Duplo Brick 2 x 4 x 2 Arch with Dog Body Print on End,4,Plastic
11198pr0004,"Duplo Brick 2 x 4 x 2 Arch with Seaweed, Starfish, and Bubbles Print",4,Plastic
11198pr0005,Duplo Brick 2 x 4 x 2 Arch with Dark Orange Spots Print,4,Plastic
11203,Tile Special 2 x 2 Inverted,15,Plastic
11203pr0001,Tile Special 2 x 2 Inverted with keypad print,15,Plastic
11203pr0002,"Tile Special 2 x 2 Inverted with Pixelated Dark Green, Dark Red, White and Gray Print (Minecraft Guardian)",15,Plastic
11203pr0003,Tile Special 2 x 2 Inverted with Present and White Bow Print,15,Plastic
11203pr0004,Tile Special 2 x 2 Inverted with Digital Screen print,15,Plastic
11203pr0005,"Tile Special 2 x 2 Inverted with 4 Orange, Red and Yellow Rounded Squares Print",15,Plastic
11203pr0006,Tile Special 2 x 2 Inverted with Red Haired Dwarf on Blue Background Print,15,Plastic
11203pr0007,Tile Special 2 x 2 Inverted with Thorin Oakenshield on Blue Background Print,15,Plastic
11203pr0008,Tile Special 2 x 2 Inverted with Frodo Baggins on Red Background Print,15,Plastic
11203pr0009,Tile Special 2 x 2 Inverted with Bilbo Baggins on Red Background Print,15,Plastic
11203pr0010,Tile Special 2 x 2 Inverted with Fëanorian 'G' Rune on Green Planks Print,15,Plastic
11203pr0011,Tile Special 2 x 2 Inverted with Food and Drink on Yellow Background Print,15,Plastic
11203pr0012,Tile Special 2 x 2 Inverted with White dots on gift paper and Medium Lavender ribbon and bow print,15,Plastic
11203pr0013,Tile Special 2 x 2 Inverted with Medium Blue ribbon and bow on gift box print,15,Plastic
11203pr0014,Tile Special 2 x 2 Inverted with Minecraft Wither Face Print,15,Plastic
11203pr0015,"Tile Special 2 x 2 Inverted with Package Box Top with Postage Stamp, Packing Tape and Address Labels Print",15,Plastic
11203pr0018,Tile Special 2 x 2 Inverted with Gold LEGO print,15,Plastic
11203pr0095,Tile Special 2 x 2 Inverted with Barcode and Chain Chomp Print (Sticker),15,Plastic
11208,"Wheel 14mm D. x 9.9mm with Centre Groove, Fake Bolts and 6 Spokes",29,Plastic
11209,Tyre 21 x 9.9,29,Rubber
11210,Sticker Sheet for Set 3300003-1,58,Plastic
11211,Brick Special 1 x 2 with Studs on 1 Side,5,Plastic
11211pr0001,Brick 1 x 2 with Black Eyes and Open Mouth Smile Print,11,Plastic
11212,Plate 3 x 3,14,Plastic
11213,Plate Round 6 x 6 with Hole,21,Plastic
11214,Technic Axle Pin 3L with Friction Ridges Lengthwise and 1L Axle,53,Plastic
11215,Bracket 5 x 2 x 1 1/3,9,Plastic
11216,Door 1 x 12 x 16 Castle Gate (Portcullis),16,Plastic
11217pr0001,Minifig Helmet SW Clone Trooper with Blue 501st Legion Markings Print,65,Plastic
11217pr0002,Minifig Helmet SW Clone Trooper with Blue and Tan Markings and Killed Enemies Count Print (Captain Rex),65,Plastic
11217pr0003,Minifig Helmet SW Clone Trooper with Bright Light Orange 212th Legion Markings Print,65,Plastic
11217pr0005,Minifig Helmet SW Clone Trooper with Light Blue Visor and Dark Red Markings Print (Jek-14),65,Plastic
11217pr0006,Minifig Helmet SW Clone Trooper with Dark Red Emblem Print,65,Plastic
11217pr0007,Minifig Helmet SW Clone Trooper with Episode 3 Print,65,Plastic
11217pr0008,Minifig Helmet SW Clone Trooper with 41st Camouflage Print,65,Plastic
11217pr0009,Minifig Helmet SW Clone Trooper with Wolf Insignia on Forehead and Dark Bluish Gray Markings Print,65,Plastic
11217pr0010,Minifig Helmet SW Clone Trooper with Red Shock Trooper Markings Print,65,Plastic
11217pr0011,Minifig Helmet SW Clone Trooper with Tan and Dark Tan Camouflage Print,65,Plastic
11217pr0012,Minifig Helmet SW Clone Trooper with Dark Green Markings Print (Commander Gree),65,Plastic
11217pr0013,Minifig Helmet SW Clone Trooper with Orange 212th Battalion Markings Print,65,Plastic
11217pr0141,Minifig Helmet SW Clone Trooper with Gold Gunner Print,65,Plastic
11217pr0309,Minifig Helmet SW Clone Trooper 501st Legion Blue Design,65,Plastic
11217pr0310,Minifig Helmet SW Clone Trooper Commander 501st Legion Blue Design,65,Plastic
11217pr0312,Minifig Helmet SW Clone Trooper with Orange Decorations (332nd Company),65,Plastic
11219pr0001,Minifig Helmet Republic Trooper with Orange Print,65,Plastic
1121L,Modulex Brick 1 x 2 with LEGO on Stud,66,Plastic
1121M,Modulex Brick 1 x 2 with M on Stud,66,Plastic
1122L,Modulex Brick 2 x 2 with LEGO on Studs,66,Plastic
1122M,Modulex Brick 2 x 2 with M on Studs,66,Plastic
11233,Minifig Mask Wolf,65,Plastic
11233pr0001,Minifig Mask Wolf with Fangs and Dark Bluish Gray Nose Print,65,Plastic
11233pr0002,"Minifig Mask Wolf with Face Details, Scars and White Ears Print",65,Plastic
11233pr0003,"Minifig Mask Wolf with Fangs, Stubble and Three Dark Red Gashes Print",65,Plastic
11233pr0004,"Minifig Mask Wolf with Fangs, Light Bluish Gray Fur and Ears Print",65,Plastic
11233pr0005,Minifig Mask Wolf with Fangs and Gray Nose Print,65,Plastic
11241pr0001,"Animal, Horse / Foal, with Brown Eyes and Black Eyelashes Print",28,Plastic
11241pr0002,"Animal, Horse / Foal, with Black Eyes, White Pupils and Black Eyelashes Print",28,Plastic
11241pr0003,"Animal, Horse / Foal, with Brown Eyes and Black Eyelashes Print",28,Plastic
11241pr0004,"Animal, Horse / Foal, with Blue Eyes, White Pupils and Black Eyelashes Print",28,Plastic
11241pr0005,"Animal, Horse / Foal, with Gray Eyeshadow, Gray Eyes, White Pupils and Black Eyelashes Print",28,Plastic
11241pr0006,"Animal, Horse / Foal, with Dark Turquoise Eyes, White Blaze Print",28,Plastic
11241pr0007,"Animal, Horse / Foal, with Brown Eyes Print",28,Plastic
11245,Bag / Rucksack (School) [Plain],27,Plastic
11245pr0001,Bag / Rucksack (School) with Magenta Buckle and Flower and Circles Print,27,Plastic
11245pr0002,Bag / Rucksack (School) with Medium Blue Buckle and Star Print,27,Plastic
11248c01,Duplo Car Base 2 x 6 with Yellow Wheels with Fake Bolts and Open Hitch End,4,Plastic
11248c02,Duplo Car Base 2 x 6 with Open Hitch End and Red Wheels with Fake Bolts,4,Plastic
11248c03,Duplo Car Base 2 x 6 with Lavender Wheels with Fake Bolts and Open Hitch End,4,Plastic
11248c04,Duplo Car Base 2 x 6 with Open Hitch End and Light Bluish Gray Wheels with Fake Bolts,4,Plastic
11248c05,Duplo Car Base 2 x 6 with Open Hitch End and White Wheels with Fake Bolts,4,Plastic
11248c06,Duplo Car Base 2 x 6 with Open Hitch End and Light Aqua Wheels with Fake Bolts,4,Plastic
11248c07,Duplo Car Base 2 x 6 with Open Hitch End and Orange Wheels with Fake Bolts,4,Plastic
11248c08,Duplo Car Base 2 x 6 with Open Hitch End and Medium Azure Wheels with Fake Bolts,4,Plastic
11249,Duplo Treasure Chest Opening 2 x 3 x 3 with Detailed Lid Ends,4,Plastic
11250,Equipment Judge's Gavel,27,Plastic
11252,Equipment Oval Tray,27,Plastic
11253,Sports Roller Skate,27,Plastic
11254pr0001,Minifig Hair Mid-Length with Parting and Rag Wrap / Bandana Dark Purple and 3 Gold Coins Print,65,Plastic
11254pr0002,Minifig Hair Mid-Length with Parting and Rag Wrap / Bandana Red Print,65,Plastic
11255,Minifig Hair Long with Curls (Judge's Peruke),65,Plastic
11256,Minifig Hair Short Wavy with Side Part,65,Plastic
11257pr0001,Minifig Mask Cyclops with White Horn and White Teeth Print,65,Plastic
11257pr0002,"Minifig Mask Cyclops with White Horn, White Teeth, Magenta Lipstick and Black Beauty Mark Print",65,Plastic
11258,"Minifig Cap, Worker",65,Plastic
11259pr0001,Minifig Hat Police with Dark Blue Top and Molded Gold Badge Print,65,Plastic
11260,Minifig Neckwear Armour with Square Shoulder Protection (Space) [Plain],27,Plastic
11260pr0001,Minifig Neckwear Armour with Square Shoulder Protection (Space) with Silver Grille and Orange Markings Print,27,Plastic
11260pr0002,Minifig Neckwear Armour with Square Shoulder Protection (Space) with Blacktron I Logo and Silver Grill Print,27,Plastic
11260pr0003,Minifig Neckwear Armour with Square Shoulder Protection (Space) with Silver Grille Print,27,Plastic
